"A/B","Dept ","UNFI UPC","Item #","Vendor","Pack Size","Description","featured or tpr","line notes","Reg Case","Total Discount","Sale Case","Rebate per unit","Net Sale Unit","Sale Price","Margin"
"TPR","Nutrition","0-21888-10951-7",958454,"RBLITE","EA 90 TAB","FOOD BASED CALCIUM","TPR",,$5.21,20%,$4.24,,$4.24,$8.49,50%
"TPR","Nutrition","0-21888-10952-4",453035,"RBLITE","EA 180 TAB","FOOD BASED CALCIUM","TPR",,$8.83,20%,$7.18,,$7.18,$13.99,49%
"TPR","Nutrition","0-21888-10971-5",107672,"RBLITE","EA 30 TAB","PRENATAL ONE MULTIVIT","TPR",,$6.01,20%,$4.89,,$4.89,$9.99,51%
"TPR","Nutrition","0-21888-10972-2",107698,"RBLITE","EA 90 TAB","PRENATAL ONE MULTIVIT","TPR",,$13.64,20%,$11.09,,$11.09,$21.99,50%
"TPR","Nutrition","0-21888-10976-0",393777,"RBLITE","EA 150 TAB","PRENATAL ONE MULTIVIT","TPR",,$18.05,20%,$14.68,,$14.68,$28.99,49%
"TPR","Nutrition","0-21888-10991-3",314013,"RBLITE","EA 30 TAB","ACTIVE SENIOR MULTI","TPR",,$6.01,20%,$4.89,,$4.89,$9.99,51%
"TPR","Nutrition","0-21888-10992-0",314039,"RBLITE","EA 90 TAB","ACTIVE SENIOR MULTI","TPR",,$13.64,20%,$11.09,,$11.09,$21.99,50%
"TPR","Nutrition","0-21888-11241-8",393579,"RBLITE","EA 30 TAB","MENOPAUSE ONE MULTI","TPR",,$6.01,20%,$4.89,,$4.89,$9.99,51%
"TPR","Nutrition","0-21888-11243-2",393611,"RBLITE","EA 90 TAB","MENOPAUSE ONE MULTI","TPR",,$13.64,20%,$11.09,,$11.09,$21.99,50%
"TPR","Nutrition","0-21888-11251-7",393470,"RBLITE","EA 30 TAB","ENERGIZER ONE MULTI","TPR",,$5.60,20%,$4.55,,$4.55,$8.99,49%
"TPR","Nutrition","0-21888-11253-1",393512,"RBLITE","EA 90 TAB","ENERGIZER ONE MULTI","TPR",,$13.64,20%,$11.09,,$11.09,$21.99,50%
"TPR","Nutrition","0-21888-11352-1",365114,"RBLITE","EA 60 SGEL","EVERYONE'S OMEGA F/F","TPR",,$11.53,20%,$9.37,,$9.37,$18.99,51%
"TPR","Nutrition","0-21888-20122-8",514224,"RBLITE","EA 60 TAB","VISION ONE MULTIVITAM","TPR",,$12.02,20%,$9.77,,$9.77,$19.49,50%
"TPR","Nutrition","0-22506-00035-3",150946,"SPCESN","EA 24 OZ","FLAX OIL,OG,ENRCH W/L","TPR",,$13.70,15%,$11.82,,$11.82,$21.99,46%
"TPR","Nutrition","0-22506-00201-2",936161,"SPCESN","EA 16 OZ","FLAX OIL,OG,ENRCH W/L","TPR",,$10.31,15%,$8.90,,$8.90,$16.99,48%
"TPR","Nutrition","0-22506-00213-5",940999,"SPCESN","EA 24 OZ","FLAX OIL,OG,(REFRIG)","TPR",,$13.70,15%,$11.82,,$11.82,$21.99,46%
"TPR","Nutrition","0-22506-00320-0",106757,"SPCESN","EA 8 OZ","FLAX BORAGE OIL,OG","TPR",,$9.48,15%,$8.17,,$8.17,$14.99,45%
"TPR","Nutrition","0-22506-12005-1",895805,"SPCESN","12/8 OZ","FLAX OIL,OG,(REFRIG)","TPR",,$69.58,15%,$60.02,,$5.00,$9.99,50%
"TPR","Nutrition","0-22506-12016-7",157586,"SPCESN","EA 16 OZ","FLAX OIL,OG,(REFRIG)","TPR",,$10.31,15%,$8.90,,$8.90,$16.99,48%
"TPR","Nutrition","0-22506-12205-5",345249,"SPCESN","EA 8 OZ","FLAX OIL,OMG3,OG,CIN-","TPR",,$6.24,15%,$5.38,,$5.38,$9.99,46%
"TPR","Nutrition","0-22506-12357-1",381871,"SPCESN","EA 8 OZ","FLAX OIL,OG,SHELF STA","TPR","N/A IA",$5.07,15%,$4.38,,$4.38,$7.99,45%
"TPR","Nutrition","0-22506-12605-3",527820,"SPCESN","12/8 OZ","FLAX OIL,OG,ENRCH W/L","TPR",,$69.58,15%,$60.02,,$5.00,$9.99,50%
"TPR","Nutrition","0-22506-13101-9",559575,"SPCESN","EA 8 OZ","FLAX OIL,OG,ULTRA LIG","TPR",,$5.80,15%,$5.00,,$5.00,$9.99,50%
"TPR","Nutrition","0-22506-13102-6",342949,"SPCESN","EA 16 OZ","FLAX OIL,OG,ULTRA LIG","TPR",,$10.31,15%,$8.90,,$8.90,$16.99,48%
"TPR","Nutrition","0-22506-13103-3",559518,"SPCESN","EA 24 OZ","FLAX OIL,OG,ULTRA LIG","TPR",,$13.70,15%,$11.82,,$11.82,$21.99,46%
"TPR","Nutrition","0-22506-13520-8",559492,"SPCESN","EA 8 OZ","FLAX OIL,OG,LEMON","TPR",,$6.23,15%,$5.37,,$5.37,$9.99,46%
"TPR","Nutrition","0-22506-13525-3",831461,"SPECWF","EA 8 OZ","FLAX POMEGRANATE OIL,","TPR",,$6.35,15%,$5.40,,$5.40,$9.99,46%
"TPR","Nutrition","0-22506-22660-9",883579,"SPCESN","EA 8 OZ","FLAX OIL W/DHA (REFRI","TPR",,$8.09,15%,$6.97,,$6.97,$12.99,46%
"TPR","Nutrition","0-22506-22661-6",883595,"SPCESN","EA 16 OZ","FLAX OIL W/DHA (REFRI","TPR",,$15.73,15%,$13.56,,$13.56,$24.99,46%
"TPR","Nutrition","7-19985-33328-6",333,"Vitamer Labs","12/50 CT","Bio C Caps™ 500 mg ","TPR","Direct",$54.12,15%,$46.00,,$3.83,$7.69,50%
"TPR","Nutrition","7-19985-33340-8",333,"Vitamer Labs","12/100 CT","Bio C Caps™ 500 mg ","TPR","Direct",$98.76,15%,$83.94,,$7.00,$13.99,50%
"TPR","Nutrition","7-19985-33361-3",333,"Vitamer Labs","6/250 CT","Bio C Caps™ 500 mg ","TPR","Direct",$102.90,15%,$15.43,,$2.57,$4.99,48%
"TPR","Nutrition","7-19985-36031-2",360,"Vitamer Labs","12/60 CT","Organic Vitamin C 120 mg Veg Tabs","TPR","Direct",$105.96,15%,$90.06,,$7.51,$14.99,50%
"TPR","Nutrition","7-19985-36034-3",360,"Vitamer Labs","12/90 CT","Organic Vitamin C 120 mg Veg Tabs","TPR","Direct",$139.92,15%,$118.93,,$9.91,$19.99,50%
"TPR","Nutrition","7-19985-51425-9",514,"Vitamer Labs","12/30 CT","Basic Multi® Veg Tabs","TPR","Direct",$38.16,15%,$32.43,,$2.70,$5.49,51%
"TPR","Nutrition","7-19985-51431-9",514,"Vitamer Labs","12/60 CT","Basic Multi® Veg Tabs","TPR","Direct",$63.24,15%,$53.75,,$4.48,$8.99,50%
"TPR","Nutrition","7-19985-51434-0",514,"Vitamer Labs","12/90 CT","Basic Multi® Veg Tabs","TPR","Direct",$89.64,15%,$76.19,,$6.35,$12.79,50%
"TPR","Nutrition","7-19985-51449-4",514,"Vitamer Labs","12/180 CT","Basic Multi® Veg Tabs","TPR","Direct",$149.40,15%,$126.99,,$10.58,$19.99,47%
"TPR","Nutrition","7-19985-98031-2",980,"Vitamer Labs","12/60 CT","Ginkgo Biloba 60 mg Veg Caps","TPR","Direct",$58.08,15%,$49.36,,$4.11,$8.49,52%
"TPR","Nutrition","7-19985-98043-5",980,"Vitamer Labs","12/120 CT","Ginkgo Biloba 60 mg Veg Caps","TPR","Direct",$103.20,15%,$87.72,,$7.31,$14.69,50%
